"","x"
"3954","GALNT17"
"3955","EMP3"
"3956","INMT"
"3957","KIF11"
"3958","DPP4"
"3959","ENO3"
"3960","KNDC1"
"3961","ERVK3-1"
"3962","MAST3"
"3963","PNPLA1"
"3964","FAM124A"
"3965","ABTB2"
"3966","PPP5D1"
"3967","PLEKHG3"
"3968","ABCG4"
"3969","CES3"
"3970","IPPK"
"3971","HERC5"
"3972","RPP38"
"3973","ST6GALNAC5"
"3974","SLC7A6"
"3975","RBPJ"
"3976","PLXNB1"
"3977","MEF2B"
"3978","CD226"
"3979","PRELID2"
"3980","PTCHD4"
"3981","FRAT1"
"3982","AKAP6"
"3983","CNIH3"
"3984","RASL11A"
"3985","AHI1"
"3986","CDC45"
"3987","ZNF493"
"3988","DPEP1"
"3989","DGLUCY"
"3990","RALGAPA2"
"3991","RGS11"
"3992","C19orf12"
"3993","PLEKHH2"
"3994","CHRD"
"3995","CCNA1"
"3996","MROH7"
"3997","C1QTNF7"
"3998","HOXC5"
"3999","MSX2"
"4000","SP100"
"4001","MLLT3"
"4002","ARID5B"
"4003","HCST"
"4004","SEC24A"
"4005","NLRP1"
"4006","PRDX4"
"4007","DNAJC18"
"4008","IL18BP"
"4009","HTR4"
"4010","ARHGEF1"
"4011","DLX5"
"4012","DPYSL4"
"4013","PLCL1"
"4014","OR4F21"
"4015","TMEM47"
"4016","UTY"
"4017","SMIM5"
"4018","CASS4"
"4019","CD101"
"4020","PITX2"
"4021","GPSM2"
"4022","ZNF285"
"4023","NBL1"
"4024","ANOS1"
"4025","ZNF169"
"4026","ZNF783"
"4027","TLR7"
"4028","LRRC71"
"4029","LIX1L"
"4030","DLK2"
"4031","POLH"
"4032","C8orf48"
"4033","IGLON5"
"4034","ZNF554"
"4035","CAMKK1"
"4036","FOXM1"
"4037","INSL3"
"4038","SULT1C4"
"4039","PBX1"
"4040","LDLRAD4"
"4041","AP1S2"
"4042","BTBD19"
"4043","MAP1S"
"4044","WDR86"
"4045","PTPRK"
"4046","NQO1"
"4047","MXI1"
"4048","LOXL3"
"4049","RGS20"
"4050","ABL2"
"4051","AR"
"4052","LILRA6"
"4053","ANXA8"
"4054","KRBOX1"
"4055","RALGPS2"
"4056","AMT"
"4057","CLTRN"
"4058","LPIN3"
"4059","MTSS2"
"4060","RAB11FIP4"
"4061","THADA"
"4062","CLEC1A"
"4063","FLNA"
"4064","ARL6IP1"
"4065","PTK2B"
"4066","SPAG4"
"4067","BTN3A2"
"4068","MFAP3L"
"4069","SNAI3"
"4070","PLCG1"
"4071","TRIM59"
"4072","SLC5A4"
"4073","ROBO1"
"4074","BID"
"4075","SRGAP3"
"4076","PDZD2"
"4077","TJP1"
"4078","SLC45A4"
"4079","SORT1"
"4080","CLEC6A"
"4081","RNF150"
"4082","VAV1"
"4083","SHC4"
"4084","EGFL8"
"4085","FAM111A"
"4086","CDKN2C"
"4087","RNF212"
"4088","SMAD1"
"4089","GTSF1"
"4090","HSPA4L"
"4091","NCR3"
"4092","SBK1"
"4093","EYA2"
"4094","LPIN2"
"4095","ADAM23"
"4096","ASAH1"
"4097","MYCBPAP"
"4098","RGS12"
"4099","HOXC4"
"4100","STK4"
"4101","NSMCE1"
"4102","CDC42EP4"
"4103","APOBEC3H"
"4104","KLHL30"
"4105","PLXDC2"
"4106","CARD9"
"4107","ZNF671"
"4108","STXBP1"
"4109","CDCA8"
"4110","MAPRE3"
"4111","SEC14L1"
"4112","POGLUT1"
"4113","KLHL32"
"4114","BIRC5"
"4115","MTUS1"
"4116","VAMP1"
"4117","PCDHA4"
"4118","NUGGC"
"4119","CDC25B"
"4120","ANGEL1"
"4121","TRPM4"
"4122","SGCD"
"4123","ZBTB20"
"4124","OLFML1"
"4125","DPYSL2"
"4126","FAM167B"
"4127","GDF11"
"4128","FOXS1"
"4129","RIPK4"
"4130","PROM2"
"4131","SMAD9"
"4132","LINC00672"
"4133","TMSB15B"
"4134","KNSTRN"
"4135","GLIS2"
"4136","CLDN22"
"4137","STX11"
"4138","SMAGP"
"4139","DMRT2"
"4140","KLHDC4"
"4141","AMN"
"4142","AURKA"
"4143","CHTF8"
"4144","IL1RL2"
"4145","PLCD1"
"4146","ARHGEF2"
"4147","FBLIM1"
"4148","PEBP4"
"4149","MGAT5B"
"4150","ATM"
"4151","PABPC1L"
"4152","ACAD11"
"4153","ARMC12"
"4154","ST5"
"4155","TRIO"
"4156","PRPF40B"
"4157","HAND2"
"4158","MOB3C"
"4159","ARL4D"
"4160","TMEM63A"
"4161","CD33"
"4162","SLC51A"
"4163","TCEA2"
"4164","CGNL1"
"4165","GPT2"
"4166","PLAAT1"
"4167","PSRC1"
"4168","CLEC11A"
"4169","ZNF267"
"4170","HEXB"
"4171","MEST"
"4172","DSCAML1"
"4173","FHL3"
"4174","RDH12"
"4175","SEPTIN11"
"4176","TMEM132A"
"4177","TLR6"
"4178","LENEP"
"4179","RIMKLB"
"4180","SH3BP5L"
"4181","MYO10"
"4182","UNC5B"
"4183","NUF2"
"4184","KCTD17"
"4185","SLC16A9"
"4186","TNFRSF14"
"4187","SH3PXD2B"
"4188","TGFBR1"
"4189","PCDHGA5"
"4190","LMAN1L"
"4191","RASSF7"
"4192","FAM83H"
"4193","CEBPB"
"4194","EXO1"
"4195","SPATA20"
"4196","EFCAB10"
"4197","ADAMTS17"
"4198","ABCA7"
"4199","CACNB4"
"4200","PNMA2"
"4201","EDARADD"
"4202","ERBB2"
"4203","PALLD"
"4204","PATJ"
"4205","ATG7"
"4206","NMT2"
"4207","PPP1R9A"
"4208","ARTN"
"4209","MALL"
"4210","HORMAD1"
"4211","KATNAL2"
"4212","CNKSR3"
"4213","SLC41A2"
"4214","PAQR8"
"4215","TRPV2"
"4216","NAGA"
"4217","ABCA3"
"4218","DIAPH1"
"4219","NFKBIE"
"4220","SCARA3"
"4221","SLC26A5"
"4222","UTRN"
"4223","CENPA"
"4224","EPHX1"
"4225","GALNT5"
"4226","DPEP3"
"4227","SGCA"
"4228","C1orf162"
"4229","PDLIM2"
"4230","TIPARP"
"4231","NRBF2"
"4232","BRF2"
"4233","CCDC78"
"4234","SRRM5"
"4235","SLC2A5"
"4236","MPZL3"
"4237","SUSD1"
"4238","SESN1"
"4239","LLGL2"
"4240","NCAPD2"
"4241","MAP3K20"
"4242","JADE1"
"4243","TH"
"4244","DGKE"
"4245","SNRPD1"
"4246","KIAA0513"
"4247","ACOXL"
"4248","SHC1"
"4249","CYB5R1"
"4250","NEIL1"
"4251","ATG16L2"
"4252","CREBL2"
"4253","MAOA"
"4254","ALDH1B1"
"4255","GOLGA8B"
"4256","DEPDC5"
"4257","ZNF337"
"4258","MRNIP"
"4259","ARHGEF40"
"4260","PLIN2"
"4261","TNFRSF12A"
"4262","MCM4"
"4263","SH2D3A"
"4264","SLC12A6"
"4265","PCCA"
"4266","ARHGAP10"
"4267","ECI2"
"4268","SNRK"
"4269","FRMD6"
"4270","KCNS2"
"4271","CCDC159"
"4272","IL17RA"
"4273","RGL3"
"4274","NOP16"
"4275","SLF1"
"4276","SLC2A6"
"4277","MSC"
"4278","TUBE1"
"4279","KCNC4"
"4280","MLKL"
"4281","MDP1"
"4282","MYO3A"
"4283","ACAT2"
"4284","ZNF827"
"4285","AMIGO2"
"4286","ARHGEF28"
"4287","CORO2A"
"4288","APBA2"
"4289","GJC2"
"4290","GPRC5C"
"4291","MICOS10"
"4292","CDKN1C"
"4293","PNP"
"4294","RAB42"
"4295","SIAE"
"4296","ENPP4"
"4297","IFT172"
"4298","VIT"
"4299","SESN2"
"4300","LAP3"
"4301","VAT1"
"4302","SWAP70"
"4303","HOXD11"
"4304","RUNX3"
"4305","TFAP2C"
"4306","IL6R"
"4307","TMEM185A"
"4308","PFKP"
"4309","WSCD2"
"4310","ZNF250"
"4311","RTL10"
"4312","TEX264"
"4313","EPHB2"
"4314","SPAG1"
"4315","SMYD3"
"4316","NUDT7"
"4317","ORC6"
"4318","LPAR2"
"4319","CPLX1"
"4320","L3MBTL3"
"4321","SGIP1"
"4322","FNDC4"
"4323","FZD10"
"4324","BRIP1"
"4325","POLE"
"4326","FANCC"
"4327","KIAA1614"
"4328","ZCCHC3"
"4329","CPNE5"
"4330","SAMD12"
"4331","M1AP"
"4332","SEMA4C"
"4333","SMAD7"
"4334","UCHL1"
"4335","FKRP"
"4336","SERGEF"
"4337","PACRG"
"4338","RAI14"
"4339","CBLC"
"4340","VWA7"
"4341","ATOH8"
"4342","ELOVL5"
"4343","BICD1"
"4344","ALX1"
"4345","RAPGEF2"
"4346","IFFO1"
"4347","KSR1"
"4348","ARMC9"
"4349","PAQR6"
"4350","ZNF503"
"4351","IFIT5"
"4352","ADM5"
"4353","MVD"
"4354","ARHGAP24"
"4355","S100A8"
"4356","TRIM14"
"4357","SULT1A1"
"4358","CEP120"
"4359","PCDHGB7"
"4360","ZNF263"
"4361","DCBLD2"
"4362","THAP6"
"4363","RNF169"
"4364","NINJ2"
"4365","TNFAIP8L2"
"4366","PTPRU"
"4367","EXOC6B"
"4368","LYL1"
"4369","SEC16B"
"4370","PPP1R3F"
"4371","KDM7A"
"4372","NMRK1"
"4373","CBR3"
"4374","ZBTB10"
"4375","BCAT1"
"4376","BNC1"
"4377","CEP170"
"4378","PRKACB"
"4379","THSD1"
"4380","SGSH"
"4381","GBGT1"
"4382","POU5F1B"
"4383","SMPDL3A"
"4384","AGTPBP1"
"4385","UBXN2B"
"4386","ADAM9"
"4387","CRISPLD1"
"4388","APC2"
"4389","NCAM2"
"4390","ZNF589"
"4391","SHTN1"
"4392","KIAA0319"
"4393","MRO"
"4394","SMIM38"
"4395","GNPTAB"
"4396","THNSL2"
"4397","ARHGEF16"
"4398","ROR1"
"4399","HTR1F"
"4400","ZNF236"
"4401","FRMD3"
"4402","LRBA"
"4403","GNMT"
"4404","FUT1"
"4405","REP15"
"4406","TP53I13"
"4407","STK35"
"4408","IGDCC4"
"4409","PTH1R"
"4410","TGIF1"
"4411","DLG4"
"4412","RXYLT1"
"4413","TCF19"
"4414","DTL"
"4415","PKIA"
"4416","PLXNA3"
"4417","SPSB2"
"4418","TAF8"
"4419","S1PR5"
"4420","KCTD5"
"4421","CDC34"
"4422","CENPU"
"4423","CLEC12B"
"4424","CSTF2T"
"4425","GRK6"
"4426","EFEMP2"
"4427","ZNF175"
"4428","ADAP1"
"4429","KDM1B"
"4430","MSANTD3"
"4431","STXBP4"
"4432","PRKD3"
"4433","STEAP1"
"4434","APBB3"
"4435","SLC16A6"
"4436","HDHD3"
"4437","INTS6"
"4438","RTN4RL2"
"4439","CCNE2"
"4440","SH3RF1"
"4441","INAVA"
"4442","MSX1"
"4443","ZNF44"
"4444","SORBS3"
"4445","TNFSF13B"
"4446","AKAP1"
"4447","ITSN1"
"4448","IL7"
"4449","FAM102A"
"4450","LEPROTL1"
"4451","SLC38A5"
"4452","HIP1"
"4453","LRP5L"
"4454","GRAMD2B"
"4455","BTN2A2"
"4456","TECPR2"
"4457","RFLNA"
"4458","NLRP2"
"4459","CDCA7L"
"4460","NEIL2"
"4461","PLEKHH3"
"4462","VXN"
"4463","ZNF578"
"4464","CYP2U1"
"4465","THOP1"
"4466","ATP6V1B2"
"4467","AAAS"
"4468","ZSCAN32"
"4469","BORCS5"
"4470","KCNQ1"
"4471","SFI1"
"4472","KYAT1"
"4473","PHYKPL"
"4474","TTC28"
"4475","GIPR"
"4476","KANK1"
"4477","DMD"
"4478","HPN"
"4479","KBTBD11"
"4480","STAM"
"4481","PSMB9"
"4482","RNF122"
"4483","STAP2"
"4484","ASAP3"
"4485","EZH2"
"4486","KIF15"
"4487","NKAPL"
"4488","PACSIN2"
"4489","BTBD9"
"4490","CXXC5"
"4491","NFAT5"
"4492","CACNB2"
"4493","SENP7"
"4494","KAZN"
"4495","RNF213"
"4496","SYTL4"
"4497","HOXD3"
"4498","ATP13A3"
"4499","RGS18"
"4500","ECHDC2"
"4501","SCN3B"
"4502","GAB2"
"4503","PHF8"
"4504","ADHFE1"
"4505","RIMBP2"
"4506","FOXF1"
"4507","TMX4"
"4508","LIG1"
"4509","FBXO5"
"4510","USP11"
"4511","ZMAT3"
"4512","ZC2HC1A"
"4513","CEP162"
"4514","CLDND1"
"4515","MARCH5"
"4516","TMED8"
"4517","CLIP4"
"4518","CAT"
"4519","IKZF4"
"4520","MOB3B"
"4521","HPS3"
"4522","EZHIP"
"4523","SEC31B"
"4524","SMC4"
"4525","ACAA2"
"4526","MOB2"
"4527","RRAS2"
"4528","ZSCAN18"
"4529","AFAP1"
"4530","RAB3IP"
"4531","TRIB3"
"4532","TPH1"
"4533","TNNC2"
"4534","MYLPF"
"4535","CD160"
"4536","ABCC11"
"4537","NOTCH3"
"4538","FASN"
"4539","LAMA5"
"4540","TNR"
"4541","CTSB"
"4542","BFSP2"
"4543","CFAP43"
"4544","PNPLA2"
"4545","GLTP"
"4546","MGST1"
"4547","PRIMA1"
"4548","SEMA3F"
"4549","DSG3"
"4550","CHST13"
"4551","HCLS1"
"4552","LCE5A"
"4553","SEC14L4"
"4554","SYT3"
"4555","KLKB1"
"4556","FABP5"
"4557","OBP2A"
"4558","WIPF1"
"4559","CA12"
"4560","ANXA9"
"4561","VTN"
"4562","MISP"
"4563","RAB25"
"4564","MATN1"
"4565","CST2"
"4566","DAZL"
"4567","S100A14"
"4568","ARHGAP4"
"4569","NECAB2"
"4570","ERICH5"
"4571","PKD1L3"
"4572","EPB41L4B"
"4573","TSGA10IP"
"4574","DUSP26"
"4575","KCNT1"
"4576","KIF12"
"4577","SERINC2"
"4578","THSD7B"
"4579","GRIN2A"
"4580","FNDC5"
"4581","DNER"
"4582","C22orf15"
"4583","SPINT1"
"4584","CPSF4L"
"4585","INPP5J"
"4586","PSMA8"
"4587","THSD8"
"4588","ANKRD35"
"4589","LMO1"
"4590","RETREG1"
"4591","SEL1L"
"4592","ERFE"
"4593","PCDHA13"
"4594","SEMA5B"
"4595","PAPOLB"
"4596","TRIM10"
"4597","AC233723.1"
"4598","PDP1"
"4599","L1TD1"
"4600","TENT5B"
"4601","RMND5A"
"4602","ANKS1B"
"4603","CTNNBIP1"
"4604","SEMA4G"
"4605","LRRC20"
"4606","CASC1"
"4607","METRNL"
"4608","UPB1"
"4609","GM2A"
"4610","KRTAP5-8"
"4611","C6orf223"
"4612","C12orf42"
"4613","PAQR7"
"4614","KBTBD12"
"4615","GDPD2"
"4616","METTL7B"
"4617","ZNF385C"
"4618","TP53INP2"
"4619","KSR2"
"4620","PDZD7"
"4621","ANKRD13A"
"4622","CCL25"
"4623","TFR2"
"4624","TMEM236"
"4625","USP44"
"4626","SLCO4C1"
"4627","GREB1L"
"4628","SLC12A4"
"4629","CEBPA"
"4630","VASN"
"4631","TEX14"
"4632","GHR"
"4633","PPP1R3C"
"4634","ARHGAP11B"
"4635","CPS1"
"4636","ANKRD45"
"4637","C17orf107"
"4638","SVOPL"
"4639","KLK1"
"4640","CNDP1"
"4641","GALNT8"
"4642","LRRC4C"
"4643","MPP4"
"4644","STAC3"
"4645","UAP1L1"
"4646","FNDC11"
"4647","SLC26A2"
"4648","WNT6"
"4649","CFAP73"
"4650","KPNA7"
"4651","DRC3"
"4652","SNAI1"
"4653","ENO4"
"4654","CPN2"
"4655","DBI"
"4656","KHDRBS3"
"4657","HERC4"
"4658","CPZ"
"4659","DDR1"
"4660","ACOX1"
"4661","CLDN9"
"4662","CNKSR2"
"4663","AKR1C8P"
"4664","RBBP8NL"
"4665","FOXC1"
"4666","VTCN1"
"4667","SH3GLB2"
"4668","FBXO24"
"4669","FAM83C"
"4670","ITGB5"
"4671","APOL4"
"4672","SMIM41"
"4673","SPATA22"
"4674","RAB33A"
"4675","SSTR1"
"4676","TCHH"
"4677","RLN1"
"4678","BAIAP2L2"
"4679","CAVIN3"
"4680","GPR146"
"4681","CYP2E1"
"4682","GYPE"
"4683","COL25A1"
"4684","GJA3"
"4685","HSPB6"
"4686","KDM5D"
"4687","ART3"
"4688","SAT1"
"4689","CNR1"
"4690","CCDC169"
"4691","LRRC36"
"4692","GPR19"
"4693","WFDC3"
"4694","SLC28A3"
"4695","TP63"
"4696","PPARD"
"4697","PRSS3"
"4698","IFITM3"
"4699","HEPH"
"4700","MYRF"
"4701","CTNNA3"
"4702","CYB5A"
"4703","CD8B2"
"4704","MYMX"
"4705","CPNE9"
"4706","EXOC3L4"
"4707","EFCAB1"
"4708","MLIP"
"4709","GLRB"
"4710","CCDC38"
"4711","LRRC46"
"4712","CACNA1B"
"4713","SLC2A14"
"4714","SERPINC1"
"4715","LPP"
"4716","SNTG2"
"4717","ASIC3"
"4718","MICU3"
"4719","TTC36"
"4720","DCDC2B"
"4721","PCDHB6"
"4722","SIGLEC12"
"4723","SLC15A2"
"4724","ZNF488"
"4725","C1QTNF4"
"4726","APOB"
"4727","LURAP1L"
"4728","PEAK3"
"4729","TBXAS1"
"4730","CYBA"
"4731","BBS5"
"4732","ATP8B1"
"4733","TMEM255A"
"4734","SHANK1"
"4735","TMCC2"
"4736","CALCR"
"4737","PSAT1"
"4738","RHBDL3"
"4739","FAM43B"
"4740","CCDC68"
"4741","LGALS3"
"4742","LSMEM1"
"4743","KCNK3"
"4744","RND2"
"4745","ANKRD18B"
"4746","AC007906.2"
"4747","CYP21A2"
"4748","NRTN"
"4749","TNFSF10"
"4750","RAB9B"
"4751","FAM92B"
"4752","LAD1"
"4753","PSD2"
"4754","KIF25"
"4755","PTH2R"
"4756","PORCN"
"4757","CDKN2A"
"4758","ATRNL1"
"4759","SAPCD2"
"4760","ARL5C"
"4761","FAM210A"
"4762","BAALC"
"4763","PRSS21"
"4764","GPR150"
"4765","CPXM2"
"4766","SLC9A3R1"
"4767","LIPC"
"4768","SCNN1B"
"4769","AC090360.1"
"4770","SLC35F1"
"4771","SLC41A1"
"4772","KCNQ4"
"4773","H2AFY2"
"4774","GDF7"
"4775","ZCCHC18"
"4776","NLRP14"
"4777","UCN2"
"4778","HRK"
"4779","SLC24A3"
"4780","TMEM63C"
"4781","SAMD14"
"4782","SH2D4B"
"4783","ODF3L1"
"4784","OOSP3"
"4785","GVQW3"
"4786","WIPF3"
"4787","RHPN2"
"4788","NIBAN2"
"4789","GUCY1A2"
"4790","RARRES2"
"4791","TTLL3"
"4792","AP3B2"
"4793","GJB4"
"4794","BMX"
"4795","CSNK1E"
"4796","CHST12"
"4797","DUSP9"
"4798","LRRC43"
"4799","LRRC63"
"4800","LONRF3"
"4801","TRPC4"
"4802","SKIDA1"
"4803","DNAJC12"
"4804","MSMO1"
"4805","TMEM74"
"4806","PPIAL4G"
"4807","CORIN"
"4808","PLEKHG4"
"4809","KLF15"
"4810","CYP2C18"
"4811","AMER2"
"4812","LTA4H"
"4813","ZNF233"
"4814","RUNX1"
"4815","SMAD3"
"4816","STK32B"
"4817","DYNC1I1"
"4818","DIAPH3"
"4819","STUM"
"4820","EFR3B"
"4821","NXPH3"
"4822","C5orf30"
"4823","TSACC"
"4824","SMIM3"
"4825","SHANK2"
"4826","UGT1A1"
"4827","ADGRE1"
"4828","MSANTD1"
"4829","HYAL3"
"4830","PDLIM4"
"4831","GPC6"
"4832","NEK10"
"4833","FOXH1"
"4834","ZNF549"
"4835","MED12L"
"4836","DMC1"
"4837","PLEKHA6"
"4838","SAA4"
"4839","SCX"
"4840","CHD5"
"4841","BEND4"
"4842","KISS1R"
"4843","TUSC3"
"4844","RRP12"
"4845","TMCC3"
"4846","LVRN"
"4847","AGPAT2"
"4848","TKTL2"
"4849","CMYA5"
"4850","KLHL21"
"4851","LAPTM4B"
"4852","LPAR4"
"4853","CPLX3"
"4854","PLEKHM1"
"4855","TTC24"
"4856","GPC4"
"4857","MT1A"
"4858","SLC7A4"
"4859","GAN"
"4860","NTF3"
"4861","CCDC151"
"4862","ADGRF3"
"4863","PNLDC1"
"4864","WASL"
"4865","TRIM25"
"4866","ZDHHC15"
"4867","SLC26A10"
"4868","SOWAHD"
"4869","CDH8"
"4870","CPEB1"
"4871","IQCD"
"4872","LPCAT1"
"4873","REELD1"
"4874","TLN2"
"4875","ARHGAP11A"
"4876","SCUBE2"
"4877","GPR27"
"4878","SP140L"
"4879","NET1"
"4880","PRKAG3"
"4881","LY6K"
"4882","BEND5"
"4883","NBEAL2"
"4884","CCDC71L"
"4885","ECT2L"
"4886","NPR3"
"4887","GAA"
"4888","BLVRB"
"4889","CACNA1D"
"4890","RASSF5"
"4891","CDCP1"
"4892","TXNDC17"
"4893","CTH"
"4894","RASA4B"
"4895","FDPS"
"4896","FRMPD3"
"4897","SLC22A16"
"4898","CFAP46"
"4899","ZNF607"
"4900","EPHA10"
"4901","CLCF1"
"4902","DGKA"
"4903","STAG3"
"4904","CDCP2"
"4905","PINLYP"
"4906","SMIM33"
"4907","STARD9"
"4908","MYO15A"
"4909","HES5"
"4910","RNF112"
"4911","SERPINB8"
"4912","PDE9A"
"4913","VPS37B"
"4914","GPLD1"
"4915","TEX11"
"4916","APOBEC3D"
"4917","AARD"
"4918","ZNF469"
"4919","GOLGA8M"
"4920","TOR3A"
"4921","GPRIN2"
"4922","NR1I2"
"4923","VPS8"
"4924","NIPAL4"
"4925","SSTR2"
"4926","TCP11"
"4927","GAST"
"4928","CLDN23"
"4929","NSG2"
"4930","NME8"
"4931","KCNK2"
"4932","NFKB2"
"4933","KATNBL1"
"4934","PIANP"
"4935","GNRH2"
"4936","ZNF676"
"4937","PELI1"
"4938","SH2D5"
"4939","PLLP"
"4940","AQP11"
"4941","ZC2HC1B"
"4942","RSPO1"
"4943","PTPRD"
"4944","EFCAB12"
"4945","CDHR3"
"4946","GRIK4"
"4947","CNRIP1"
"4948","SYPL2"
"4949","RCVRN"
"4950","TCEAL7"
"4951","ATF7IP2"
"4952","HHAT"
"4953","B4GALNT4"
"4954","LGR5"
"4955","RHEBL1"
"4956","HSF5"
"4957","CCL26"
"4958","KRT222"
"4959","FAM131B"
"4960","VASH2"
"4961","TCTEX1D4"
"4962","ABCD1"
"4963","ATP1A3"
"4964","SNAPC4"
"4965","ANKRD18A"
"4966","BGLAP"
"4967","KCNH1"
"4968","TSPAN10"
"4969","CASKIN1"
"4970","C2CD4B"
"4971","SLC38A7"
"4972","PLAAT3"
"4973","ATP2A1"
"4974","CYB5R2"
"4975","DCHS2"
"4976","DCAF4L1"
"4977","IL12A"
"4978","TFAP2A"
"4979","GNA14"
"4980","ERFL"
"4981","PLPP4"
"4982","HOXB5"
"4983","SULT1A2"
"4984","C3orf80"
"4985","SPAAR"
"4986","CASP10"
"4987","RASGRF1"
"4988","NAALAD2"
"4989","CARHSP1"
"4990","NEGR1"
"4991","ANGPTL1"
"4992","ZNF550"
"4993","PTPRN2"
"4994","TMEM108"
"4995","KIAA1257"
"4996","NT5DC4"
"4997","DENND6B"
"4998","SIGLEC15"
"4999","CCDC62"
"5000","SUPT3H"
